"YYYYMMDD","hhmmss (UTC+0)","MCC","MNC","LAC","CID","Latitude","Longitude","Timezone"
20101027,194354,230,3,26,773,49.314411,16.099164,2
20101027,194507,230,3,26,774,49.286153,16.039239,2
20101027,194515,230,3,26,773,49.314411,16.099164,2
20101027,194618,230,3,26,775,49.299480,16.105367,2
20101027,194636,230,3,26,776,49.301140,16.134798,2
20101027,194746,230,3,26,777,49.279715,16.208883,2
20101027,195140,230,3,26,778,49.268713,16.245459,2
20101027,195249,230,3,26,572,49.273246,16.258733,2
20101027,195345,230,3,26,629,49.264169,16.297398,2
20101027,195533,230,3,27,779,49.255911,16.342375,2
20101027,195713,230,3,27,780,49.238032,16.365634,2
20101027,195828,230,3,27,782,49.231759,16.400839,2
20101027,195931,230,3,27,783,49.214796,16.399289,2
20101027,200021,230,3,27,781,49.211078,16.429953,2
20101027,200040,230,3,27,783,49.214796,16.399289,2
20101027,200201,230,3,27,784,49.189086,16.432936,2
20101027,200219,230,3,27,2116,49.194019,16.461473,2
20101027,200236,230,3,27,785,49.178453,16.502903,2
20101027,200247,230,3,65,2117,49.178453,16.502903,2
20101027,200455,230,3,65,2118,49.171949,16.512986,2
20101027,200537,230,3,65,2119,49.170696,16.525823,2
20101027,200601,230,3,27,1028,49.171579,16.549917,2
20101027,200611,230,3,27,788,49.167796,16.550059,2
20101027,200621,230,3,27,496,49.162694,16.546226,2
20101027,200637,230,3,65,2120,49.162694,16.546226,2
20101027,200655,230,3,65,2121,49.163121,16.558487,2
20101027,200730,230,3,65,2122,49.163121,16.573563,2
20101027,200756,230,3,65,2123,49.165390,16.574759,2
20101027,200821,230,3,65,2124,49.157585,16.589865,2
20101027,200849,230,3,65,2125,49.159302,16.595405,2
20101027,200910,230,3,65,2126,49.155895,16.598854,2
20101027,200916,230,3,65,2127,49.160796,16.608538,2
20101027,200937,230,3,65,2128,49.149644,16.610403,2
20101027,200949,230,3,65,2129,49.160121,16.616080,2
20101027,200955,230,3,65,2130,49.161110,16.619957,2
20101027,201012,230,3,65,2131,49.158303,16.636199,2
20101027,201042,230,3,65,2132,49.157696,16.644898,2
20101027,201107,230,3,65,2131,49.158303,16.636199,2
20101027,201142,230,3,27,486,49.158303,16.636199,2
20101027,201152,230,3,27,2133,49.159449,16.657666,2
20101027,201202,230,3,27,2134,49.166835,16.661834,2
20101027,201220,230,3,27,2135,49.166688,16.683203,2
20101027,201233,230,3,65,2136,49.160962,16.689925,2
20101027,201311,230,3,65,2137,49.174535,16.685133,2
20101027,201320,230,3,27,2138,49.174535,16.685133,2
20101027,201331,230,3,27,2139,49.177082,16.694720,2
20101027,201351,230,3,65,2140,49.177082,16.694720,2
20101027,201409,230,3,27,596,49.179633,16.698666,2
20101027,201424,230,3,27,2141,49.187374,16.700783,2
20101027,201444,230,3,27,2142,49.192903,16.710998,2
20101027,201502,230,3,65,2143,49.192903,16.710998,2
20101027,201526,230,3,27,2142,49.192903,16.710998,2
20101027,201540,230,3,65,2143,49.192903,16.710998,2
20101027,201603,230,3,27,2144,49.166932,16.756985,2
20101027,201716,230,3,27,2142,49.192903,16.710998,2
20101027,201740,230,3,27,2144,49.166932,16.756985,2
20101027,201753,230,3,27,2145,49.181791,16.806135,2
20101027,201855,230,3,27,2146,49.184425,16.821375,2
20101027,202112,230,3,66,2147,49.203173,16.881991,2
20101027,202136,230,3,27,2146,49.184425,16.821375,2
20101027,202148,230,3,66,2148,49.178029,16.876218,2
20101027,202207,230,3,66,2147,49.203173,16.881991,2
20101027,202239,230,3,66,2149,49.208702,16.892206,2
20101027,202342,230,3,66,2150,49.196165,16.938694,2
20101027,202358,230,3,66,2148,49.178029,16.876218,2
20101027,202437,230,3,66,2151,49.185770,16.878334,2
20101027,202446,230,3,66,2148,49.178029,16.876218,2
20101027,202459,230,3,27,2152,49.190929,16.811291,2
20101027,202511,230,3,66,2148,49.178029,16.876218,2
20101027,202523,230,3,66,2153,49.240721,16.934547,2
20101027,202612,230,3,66,2154,49.243243,16.950768,2
20101027,202634,230,3,66,2153,49.240721,16.934547,2
20101027,202642,230,3,66,2155,49.268277,17.014218,2
20101027,202951,230,3,66,2156,49.275473,17.019420,2
20101027,203103,230,3,66,2157,49.307088,17.023906,2
20101027,203244,230,3,66,2158,49.317565,17.028258,2
20101027,203402,230,3,66,2159,49.338863,17.060163,2
20101027,203538,230,3,66,2160,49.348193,17.091181,2
20101027,203620,230,3,67,2161,49.383086,17.114024,2
20101027,203638,230,3,67,2162,49.380397,17.102572,2
20101027,203712,230,3,67,2161,49.383086,17.114024,2
20101027,203755,230,3,67,2162,49.380397,17.102572,2
20101027,203830,230,3,67,2161,49.383086,17.114024,2
20101027,203850,230,3,67,2163,49.390535,17.120691,2
20101027,204003,230,3,67,2164,49.434723,17.096085,2
20101027,204033,230,3,67,2163,49.390535,17.120691,2
20101027,204113,230,3,67,2164,49.434723,17.096085,2
20101027,204231,230,3,67,2165,49.460663,17.104411,2
20101027,204240,230,3,67,2166,49.462538,17.118151,2
20101027,204336,230,3,67,2167,49.462538,17.118151,2
20101027,204357,230,3,67,2168,49.466425,17.131075,2
20101027,204442,230,3,67,2169,49.473593,17.130833,2
20101027,204512,230,3,67,2170,49.481576,17.136920,2
20101027,204524,230,3,67,2171,49.481122,17.131269,2
20101027,204530,230,3,67,2170,49.481576,17.136920,2
20101027,204555,230,3,67,2171,49.481122,17.131269,2
20101027,204602,230,3,67,2169,49.473593,17.130833,2
20101027,204617,230,3,67,2172,49.493196,17.142505,2
20101027,204639,230,3,67,2173,49.499837,17.127527,2
20101027,204708,230,3,67,2174,49.503026,17.149612,2
20101027,205103,230,3,67,2175,49.506159,17.164103,2
20101027,205114,230,3,68,2176,49.551907,17.234659,2
20101027,205124,230,3,68,2177,49.571402,17.215508,2
20101027,205144,230,3,68,2178,49.574690,17.226856,2
20101027,205152,230,3,68,2179,49.553962,17.246549,2
20101027,205201,230,3,68,2178,49.574690,17.226856,2
20101027,205210,230,3,68,2179,49.553962,17.246549,2
20101027,205219,230,3,68,2180,49.572094,17.227771,2
20101027,205228,230,3,68,2177,49.571402,17.215508,2
20101027,205301,230,3,68,2176,49.551907,17.234659,2
20101027,205407,230,3,68,2179,49.553962,17.246549,2
20101027,205545,230,3,68,2181,49.579596,17.303808,2
20101027,205554,230,3,67,2182,49.539178,17.315078,2
20101027,205607,230,3,68,2183,49.569180,17.287021,2
20101027,205617,230,3,68,2184,49.576629,17.293688,2
20101027,205622,230,3,68,2185,49.566799,17.300795,2
20101027,205738,230,3,68,2181,49.579596,17.303808,2
20101027,205804,230,3,68,2186,49.579699,17.297195,2
20101027,205824,230,3,68,2185,49.566799,17.300795,2
20101027,205837,230,3,68,2187,49.592235,17.298158,2
20101027,205846,230,3,68,2188,49.627576,17.346272,2
20101027,205907,230,3,68,2189,49.588198,17.314998,2
20101027,205915,230,3,68,2190,49.590390,17.359035,2
20101027,205935,230,3,68,2189,49.588198,17.314998,2
20101027,205945,230,3,68,2190,49.590390,17.359035,2
20101027,210030,230,3,68,2191,49.573331,17.377622,2
20101027,210058,230,3,68,2192,49.587781,17.386194,2
20101027,210149,230,3,68,2188,49.627576,17.346272,2
20101027,210217,230,3,68,2192,49.587781,17.386194,2
20101027,210227,230,3,68,2193,49.578697,17.452496,2
20101027,210416,230,3,68,2194,49.578697,17.440309,2
20101027,210424,230,3,68,2195,49.576777,17.469379,2
20101027,210637,230,3,68,2196,49.561762,17.503894,2
20101027,210724,230,3,68,2197,49.548491,17.539528,2
20101027,210759,230,3,68,2198,49.534343,17.571827,2
20101027,210826,230,3,68,2197,49.548491,17.539528,2
20101027,210953,230,3,68,2199,49.541360,17.634102,2
20101027,211014,230,3,68,2200,49.545273,17.596028,2
20101027,211107,230,3,68,2201,49.532978,17.600972,2
20101027,211149,230,3,68,2199,49.541360,17.634102,2
20101027,211346,230,3,68,2202,49.545757,17.672767,2
20101027,211613,230,3,68,2203,49.557698,17.721602,2
20101027,211633,230,3,68,2204,49.560207,17.738759,2
20101027,211653,230,3,68,2205,49.547397,17.722693,2
20101027,211733,230,3,68,2204,49.560207,17.738759,2
20101027,211742,230,3,68,2205,49.547397,17.722693,2
20101027,211848,230,3,68,2206,49.551698,17.736992,2
20101027,211908,230,3,68,2207,49.543096,17.736992,2
20101027,212120,230,3,68,2208,49.537075,17.744825,2
20101027,212134,230,3,69,2209,49.532241,17.774492,2
20101027,212324,230,3,69,2210,49.527633,17.794123,2
20101027,212445,230,3,69,2211,49.538563,17.811068,2
20101027,212739,230,3,69,2212,49.544233,17.874166,2
20101027,212835,230,3,69,2211,49.538563,17.811068,2
20101027,212902,230,3,69,2212,49.544233,17.874166,2
20101027,212927,230,3,69,2213,49.559085,17.934362,2
20101027,212947,230,3,69,2212,49.544233,17.874166,2
20101027,212957,230,3,69,2214,49.513166,17.930208,2
20101027,213432,230,3,69,2215,49.495437,17.940111,2
20101027,213533,230,3,69,2216,49.490384,17.949446,2
20101027,213559,230,3,69,2215,49.495437,17.940111,2
20101027,213620,230,3,69,2216,49.490384,17.949446,2
20101027,213631,230,3,69,2217,49.481499,17.959091,2
20101027,213851,230,3,69,2218,49.472043,17.993370,2
20101027,213902,230,3,69,2219,49.474565,17.968445,2
20101027,213922,230,3,69,2220,49.477278,17.972025,2
20101027,214008,230,3,69,2221,49.476303,17.989301,2
20101027,214651,230,3,69,2222,49.470688,17.980597,2
20101027,214700,230,3,69,2221,49.476303,17.989301,2
20101027,215045,230,3,69,2223,49.471605,18.013369,2
20101027,215151,230,3,69,2224,49.478666,18.043445,2
20101027,215212,230,3,69,2225,49.462387,18.052631,2
20101027,215326,230,3,69,2226,49.455560,18.071708,2
20101027,215508,230,3,69,2227,49.458688,18.096468,2
20101027,215617,230,3,69,2228,49.461093,18.120668,2
20101027,215720,230,3,69,2229,49.459599,18.133801,2
20101027,215758,230,3,69,2230,49.456878,18.150625,2
20101027,215838,230,3,69,2231,49.462899,18.142792,2
20101027,215847,230,3,69,2230,49.456878,18.150625,2
20101027,215933,230,3,69,2232,49.470007,18.144735,2
20101027,220123,230,3,69,2230,49.456878,18.150625,2
20101027,220145,230,3,69,2231,49.462899,18.142792,2
20101027,220411,230,3,69,2230,49.456878,18.150625,2
20101027,220420,230,3,69,2231,49.462899,18.142792,2
20101027,220602,230,3,69,2230,49.456878,18.150625,2
20101027,220635,230,3,69,2231,49.462899,18.142792,2
20101027,220643,230,3,69,2230,49.456878,18.150625,2
20101027,220705,230,3,69,2231,49.462899,18.142792,2
20101027,220857,230,3,69,2230,49.456878,18.150625,2
20101027,220917,230,3,69,2231,49.462899,18.142792,2
20101027,220927,230,3,69,2230,49.456878,18.150625,2
20101027,221101,230,3,69,2231,49.462899,18.142792,2
20101027,221154,230,3,69,2230,49.456878,18.150625,2
20101027,221222,230,3,69,2231,49.462899,18.142792,2
20101027,221300,230,3,69,2230,49.456878,18.150625,2
20101027,221318,230,3,69,2231,49.462899,18.142792,2
20101027,221341,230,3,69,2230,49.456878,18.150625,2
20101027,221424,230,3,69,2231,49.462899,18.142792,2
20101027,221434,230,3,69,2230,49.456878,18.150625,2
20101027,221730,230,3,69,2231,49.462899,18.142792,2
20101027,221751,230,3,69,2232,49.470007,18.144735,2
20101027,221946,230,3,69,2231,49.462899,18.142792,2
20101027,222017,230,3,69,2230,49.456878,18.150625,2
20101027,222334,230,3,69,2231,49.462899,18.142792,2
20101027,222523,230,3,69,2230,49.456878,18.150625,2
20101027,222546,230,3,69,2231,49.462899,18.142792,2
20101027,222609,230,3,69,2230,49.456878,18.150625,2
20101027,222651,230,3,69,2231,49.462899,18.142792,2
20101027,222733,230,3,69,2230,49.456878,18.150625,2
20101027,222854,230,3,69,2231,49.462899,18.142792,2
20101027,222921,230,3,69,2230,49.456878,18.150625,2
20101027,222937,230,3,69,2231,49.462899,18.142792,2
20101027,222954,230,3,69,2230,49.456878,18.150625,2
20101027,223034,230,3,69,2231,49.462899,18.142792,2
20101027,223056,230,3,69,2230,49.456878,18.150625,2
20101027,223455,230,3,69,2232,49.470007,18.144735,2
20101027,223516,230,3,69,2230,49.456878,18.150625,2
20101027,223632,230,3,69,2231,49.462899,18.142792,2
20101027,223645,230,3,69,2230,49.456878,18.150625,2
20101027,223753,230,3,69,2231,49.462899,18.142792,2
20101027,223829,230,3,69,2230,49.456878,18.150625,2
20101027,223914,230,3,69,2231,49.462899,18.142792,2
20101027,223942,230,3,69,2230,49.456878,18.150625,2
20101027,223959,230,3,69,2231,49.462899,18.142792,2
20101027,224031,230,3,69,2230,49.456878,18.150625,2
20101027,224040,230,3,69,2231,49.462899,18.142792,2
20101027,224126,230,3,69,2230,49.456878,18.150625,2
20101027,224159,230,3,69,2232,49.470007,18.144735,2
20101027,224216,230,3,69,2231,49.462899,18.142792,2
20101027,224243,230,3,69,2230,49.456878,18.150625,2
20101027,224305,230,3,69,2231,49.462899,18.142792,2
20101027,224347,230,3,69,2230,49.456878,18.150625,2
20101027,224415,230,3,69,2231,49.462899,18.142792,2
20101027,224534,230,3,69,2232,49.470007,18.144735,2
20101027,224553,230,3,69,2230,49.456878,18.150625,2
20101027,224825,230,3,69,2231,49.462899,18.142792,2
20101027,224905,230,3,69,2230,49.456878,18.150625,2
20101027,225037,230,3,69,2231,49.462899,18.142792,2
20101027,225100,230,3,69,2230,49.456878,18.150625,2
20101027,225149,230,3,69,2232,49.470007,18.144735,2
20101027,225210,230,3,69,2230,49.456878,18.150625,2
20101027,225355,230,3,69,2231,49.462899,18.142792,2
20101027,225408,230,3,69,2230,49.456878,18.150625,2
20101027,225911,230,3,69,2231,49.462899,18.142792,2
20101027,225919,230,3,69,2230,49.456878,18.150625,2
20101027,230032,230,3,69,2231,49.462899,18.142792,2
20101027,230053,230,3,69,2230,49.456878,18.150625,2
20101027,230325,230,3,69,2231,49.462899,18.142792,2
20101027,230333,230,3,69,2230,49.456878,18.150625,2
20101027,230450,230,3,69,2232,49.470007,18.144735,2
20101027,230502,230,3,69,2230,49.456878,18.150625,2
20101027,230522,230,3,69,2232,49.470007,18.144735,2
20101027,230619,230,3,69,2230,49.456878,18.150625,2
20101027,230706,230,3,69,2232,49.470007,18.144735,2
20101027,230734,230,3,69,2230,49.456878,18.150625,2
20101027,231048,230,3,69,2232,49.470007,18.144735,2
20101027,231103,230,3,69,2230,49.456878,18.150625,2
20101028,012455,230,3,69,2231,49.462899,18.142792,2
20101028,013241,230,3,69,2230,49.456878,18.150625,2
20101028,033632,230,3,69,2231,49.462899,18.142792,2
20101028,033710,230,3,69,2230,49.456878,18.150625,2
20101028,033732,230,3,69,2231,49.462899,18.142792,2
20101028,035056,230,3,69,2232,49.470007,18.144735,2
20101028,035117,230,3,69,2230,49.456878,18.150625,2
20101028,050618,230,3,69,2232,49.470007,18.144735,2
20101028,050641,230,3,69,2231,49.462899,18.142792,2
20101028,050703,230,3,69,2230,49.456878,18.150625,2
20101028,051149,230,3,69,2231,49.462899,18.142792,2
20101028,051241,230,3,69,2230,49.456878,18.150625,2
20101028,051809,230,3,69,2231,49.462899,18.142792,2
20101028,051829,230,3,69,2230,49.456878,18.150625,2
20101028,052012,230,3,69,2231,49.462899,18.142792,2
20101028,052541,230,3,69,2230,49.456878,18.150625,2
20101028,052807,230,3,69,2231,49.462899,18.142792,2
20101028,053141,230,3,69,2230,49.456878,18.150625,2
20101028,053306,230,3,69,2231,49.462899,18.142792,2
20101028,053440,230,3,69,2230,49.456878,18.150625,2
20101028,053709,230,3,69,2231,49.462899,18.142792,2
20101028,054017,230,3,69,2230,49.456878,18.150625,2
20101028,054047,230,3,69,2231,49.462899,18.142792,2
20101028,054108,230,3,69,2230,49.456878,18.150625,2
20101028,054159,230,3,69,2231,49.462899,18.142792,2
20101028,054244,230,3,69,2230,49.456878,18.150625,2
20101028,054319,230,3,69,2231,49.462899,18.142792,2
20101028,054355,230,3,69,2230,49.456878,18.150625,2
20101028,054425,230,3,69,2231,49.462899,18.142792,2
20101028,054442,230,3,69,2230,49.456878,18.150625,2
20101028,054756,230,3,69,2231,49.462899,18.142792,2
20101028,054819,230,3,69,2230,49.456878,18.150625,2
20101028,055055,230,3,69,2231,49.462899,18.142792,2
20101028,055118,230,3,69,2230,49.456878,18.150625,2
20101028,055129,230,3,69,2231,49.462899,18.142792,2
20101028,055137,230,3,69,2230,49.456878,18.150625,2
20101028,055201,230,3,69,2231,49.462899,18.142792,2
20101028,055234,230,3,69,2230,49.456878,18.150625,2
20101028,055300,230,3,69,2231,49.462899,18.142792,2
20101028,055321,230,3,69,2230,49.456878,18.150625,2
20101028,055404,230,3,69,2231,49.462899,18.142792,2
20101028,055440,230,3,69,2230,49.456878,18.150625,2
20101028,055456,230,3,69,2231,49.462899,18.142792,2
20101028,055517,230,3,69,2233,49.458200,18.138890,2
20101028,055531,230,3,69,2230,49.456878,18.150625,2
20101028,055551,230,3,69,2233,49.458200,18.138890,2
20101028,055616,230,3,69,2229,49.459599,18.133801,2
20101028,060716,230,3,69,2234,49.458200,18.126703,2
20101028,060724,230,3,69,2229,49.459599,18.133801,2
20101028,061401,230,3,69,2235,49.466225,18.128625,2
20101028,061422,230,3,69,2229,49.459599,18.133801,2
20101028,063417,230,3,69,2234,49.458200,18.126703,2
20101028,063450,230,3,69,2230,49.456878,18.150625,2
20101028,063515,230,3,69,2231,49.462899,18.142792,2
20101028,063540,230,3,69,2230,49.456878,18.150625,2
20101028,063615,230,3,69,2231,49.462899,18.142792,2
20101028,063634,230,3,69,2232,49.470007,18.144735,2
20101028,063655,230,3,69,2230,49.456878,18.150625,2
20101028,063708,230,3,69,2231,49.462899,18.142792,2
20101028,063802,230,3,69,2230,49.456878,18.150625,2
20101028,063842,230,3,69,2231,49.462899,18.142792,2
20101028,063920,230,3,69,2230,49.456878,18.150625,2
20101028,064242,230,3,69,2231,49.462899,18.142792,2
20101028,064325,230,3,69,2230,49.456878,18.150625,2
20101028,064341,230,3,69,2231,49.462899,18.142792,2
20101028,064401,230,3,69,2230,49.456878,18.150625,2
20101028,064440,230,3,69,2231,49.462899,18.142792,2
20101028,064526,230,3,69,2230,49.456878,18.150625,2
20101028,064538,230,3,69,2231,49.462899,18.142792,2
20101028,064703,230,3,69,2230,49.456878,18.150625,2
20101028,064731,230,3,69,2231,49.462899,18.142792,2
20101028,064757,230,3,69,2230,49.456878,18.150625,2
20101028,064937,230,3,69,2231,49.462899,18.142792,2
20101028,065003,230,3,69,2230,49.456878,18.150625,2
20101028,065058,230,3,69,2231,49.462899,18.142792,2
20101028,065143,230,3,69,2230,49.456878,18.150625,2
20101028,065222,230,3,69,2231,49.462899,18.142792,2
20101028,065230,230,3,69,2230,49.456878,18.150625,2
20101028,065251,230,3,69,2231,49.462899,18.142792,2
20101028,065315,230,3,69,2230,49.456878,18.150625,2
20101028,065444,230,3,69,2231,49.462899,18.142792,2
20101028,065451,230,3,69,2230,49.456878,18.150625,2
20101028,065942,230,3,69,2231,49.462899,18.142792,2
20101028,070011,230,3,69,2230,49.456878,18.150625,2
20101028,070033,230,3,69,2231,49.462899,18.142792,2
20101028,070117,230,3,69,2230,49.456878,18.150625,2
20101028,070158,230,3,69,2231,49.462899,18.142792,2
20101028,070211,230,3,69,2230,49.456878,18.150625,2
20101028,070234,230,3,69,2231,49.462899,18.142792,2
20101028,070242,230,3,69,2230,49.456878,18.150625,2
20101028,070254,230,3,69,2231,49.462899,18.142792,2
20101028,070315,230,3,69,2232,49.470007,18.144735,2
20101028,070325,230,3,69,2231,49.462899,18.142792,2
20101028,070346,230,3,69,2230,49.456878,18.150625,2
20101028,070425,230,3,69,2231,49.462899,18.142792,2
20101028,070457,230,3,69,2230,49.456878,18.150625,2
20101028,070511,230,3,69,2231,49.462899,18.142792,2
20101028,070530,230,3,69,2230,49.456878,18.150625,2
20101028,070539,230,3,69,2231,49.462899,18.142792,2
20101028,070619,230,3,69,2230,49.456878,18.150625,2
20101028,070821,230,3,69,2231,49.462899,18.142792,2
20101028,070830,230,3,69,2230,49.456878,18.150625,2
20101028,070921,230,3,69,2231,49.462899,18.142792,2
20101028,070944,230,3,69,2230,49.456878,18.150625,2
20101028,071435,230,3,69,2231,49.462899,18.142792,2
20101028,071456,230,3,69,2230,49.456878,18.150625,2
20101028,071520,230,3,69,2231,49.462899,18.142792,2
20101028,071634,230,3,69,2230,49.456878,18.150625,2
20101028,071702,230,3,69,2231,49.462899,18.142792,2
20101028,071755,230,3,69,2230,49.456878,18.150625,2
20101028,071844,230,3,69,2231,49.462899,18.142792,2
20101028,071927,230,3,69,2230,49.456878,18.150625,2
20101028,072012,230,3,69,2231,49.462899,18.142792,2
20101028,072048,230,3,69,2230,49.456878,18.150625,2
20101028,072207,230,3,69,2231,49.462899,18.142792,2
20101028,072228,230,3,69,2230,49.456878,18.150625,2
20101028,072313,230,3,69,2231,49.462899,18.142792,2
20101028,072323,230,3,69,2230,49.456878,18.150625,2
20101028,072345,230,3,69,2231,49.462899,18.142792,2
20101028,072357,230,3,69,2230,49.456878,18.150625,2
20101028,072447,230,3,69,2231,49.462899,18.142792,2
20101028,072508,230,3,69,2230,49.456878,18.150625,2
20101028,072657,230,3,69,2232,49.470007,18.144735,2
20101028,072718,230,3,69,2231,49.462899,18.142792,2
20101028,072752,230,3,69,2230,49.456878,18.150625,2
20101028,072903,230,3,69,2231,49.462899,18.142792,2
20101028,073023,230,3,69,2230,49.456878,18.150625,2
20101028,073100,230,3,69,2231,49.462899,18.142792,2
20101028,073143,230,3,69,2230,49.456878,18.150625,2
20101028,073202,230,3,69,2231,49.462899,18.142792,2
20101028,073225,230,3,69,2230,49.456878,18.150625,2
20101028,073416,230,3,69,2232,49.470007,18.144735,2
20101028,073433,230,3,69,2230,49.456878,18.150625,2
20101028,073501,230,3,69,2231,49.462899,18.142792,2
20101028,073558,230,3,69,2230,49.456878,18.150625,2
20101028,074113,230,3,69,2231,49.462899,18.142792,2
20101028,074121,230,3,69,2230,49.456878,18.150625,2
20101028,074231,230,3,69,2231,49.462899,18.142792,2
20101028,074246,230,3,69,2230,49.456878,18.150625,2
20101028,074314,230,3,69,2231,49.462899,18.142792,2
20101028,074433,230,3,69,2230,49.456878,18.150625,2
20101028,074529,230,3,69,2231,49.462899,18.142792,2
20101028,074801,230,3,69,2230,49.456878,18.150625,2
20101028,074858,230,3,69,2231,49.462899,18.142792,2
20101028,074918,230,3,69,2230,49.456878,18.150625,2
20101028,075307,230,3,69,2231,49.462899,18.142792,2
20101028,075417,230,3,69,2230,49.456878,18.150625,2
20101028,075619,230,3,69,2231,49.462899,18.142792,2
20101028,075720,230,3,69,2230,49.456878,18.150625,2
20101028,075740,230,3,69,2231,49.462899,18.142792,2
20101028,075850,230,3,69,2230,49.456878,18.150625,2
20101028,075918,230,3,69,2231,49.462899,18.142792,2
20101028,075948,230,3,69,2230,49.456878,18.150625,2
20101028,080207,230,3,69,2231,49.462899,18.142792,2
20101028,080306,230,3,69,2230,49.456878,18.150625,2
20101028,080328,230,3,69,2231,49.462899,18.142792,2
20101028,080353,230,3,69,2230,49.456878,18.150625,2
20101028,080543,230,3,69,2231,49.462899,18.142792,2
20101028,080610,230,3,69,2230,49.456878,18.150625,2
20101028,080636,230,3,69,2232,49.470007,18.144735,2
20101028,080656,230,3,69,2231,49.462899,18.142792,2
20101028,080723,230,3,69,2230,49.456878,18.150625,2
20101028,080753,230,3,69,2231,49.462899,18.142792,2
20101028,080810,230,3,69,2230,49.456878,18.150625,2
20101028,080859,230,3,69,2232,49.470007,18.144735,2
20101028,080910,230,3,69,2230,49.456878,18.150625,2
20101028,080936,230,3,69,2231,49.462899,18.142792,2
20101028,081005,230,3,69,2230,49.456878,18.150625,2
20101028,081035,230,3,69,2231,49.462899,18.142792,2
20101028,081048,230,3,69,2230,49.456878,18.150625,2
20101028,081059,230,3,69,2231,49.462899,18.142792,2
20101028,081133,230,3,69,2230,49.456878,18.150625,2
20101028,081235,230,3,69,2231,49.462899,18.142792,2
20101028,081313,230,3,69,2230,49.456878,18.150625,2
20101028,081411,230,3,69,2232,49.470007,18.144735,2
20101028,081429,230,3,69,2230,49.456878,18.150625,2
20101028,081500,230,3,69,2232,49.470007,18.144735,2
20101028,081515,230,3,69,2231,49.462899,18.142792,2
20101028,081534,230,3,69,2230,49.456878,18.150625,2
20101028,081557,230,3,69,2231,49.462899,18.142792,2
20101028,081714,230,3,69,2230,49.456878,18.150625,2
20101028,081755,230,3,69,2231,49.462899,18.142792,2
20101028,081830,230,3,69,2230,49.456878,18.150625,2
20101028,081852,230,3,69,2231,49.462899,18.142792,2
20101028,081937,230,3,69,2230,49.456878,18.150625,2
20101028,082045,230,3,69,2231,49.462899,18.142792,2
20101028,082204,230,3,69,2230,49.456878,18.150625,2
20101028,082232,230,3,69,2231,49.462899,18.142792,2
20101028,082303,230,3,69,2230,49.456878,18.150625,2
20101028,082353,230,3,69,2231,49.462899,18.142792,2
20101028,082403,230,3,69,2230,49.456878,18.150625,2
20101028,082416,230,3,69,2231,49.462899,18.142792,2
20101028,082440,230,3,69,2230,49.456878,18.150625,2
20101028,082502,230,3,69,2231,49.462899,18.142792,2
20101028,082523,230,3,69,2230,49.456878,18.150625,2
20101028,083213,230,3,69,2231,49.462899,18.142792,2
20101028,083429,230,3,69,2230,49.456878,18.150625,2
20101028,083451,230,3,69,2231,49.462899,18.142792,2
20101028,083459,230,3,69,2230,49.456878,18.150625,2
20101028,083557,230,3,69,2231,49.462899,18.142792,2
20101028,083624,230,3,69,2230,49.456878,18.150625,2
20101028,083807,230,3,69,2231,49.462899,18.142792,2
20101028,083826,230,3,69,2230,49.456878,18.150625,2
20101028,083904,230,3,69,2231,49.462899,18.142792,2
20101028,083917,230,3,69,2230,49.456878,18.150625,2
20101028,084125,230,3,69,2231,49.462899,18.142792,2
20101028,084248,230,3,69,2232,49.470007,18.144735,2
20101028,084257,230,3,69,2230,49.456878,18.150625,2
20101028,084327,230,3,69,2231,49.462899,18.142792,2
20101028,084418,230,3,69,2230,49.456878,18.150625,2
20101028,084456,230,3,69,2231,49.462899,18.142792,2
20101028,084505,230,3,69,2230,49.456878,18.150625,2
20101028,084518,230,3,69,2231,49.462899,18.142792,2
20101028,084528,230,3,69,2230,49.456878,18.150625,2
20101028,084836,230,3,69,2231,49.462899,18.142792,2
20101028,084938,230,3,69,2230,49.456878,18.150625,2
20101028,085002,230,3,69,2231,49.462899,18.142792,2
20101028,085023,230,3,69,2230,49.456878,18.150625,2
20101028,085049,230,3,69,2231,49.462899,18.142792,2
20101028,085107,230,3,69,2230,49.456878,18.150625,2
20101028,085205,230,3,69,2231,49.462899,18.142792,2
20101028,085243,230,3,69,2230,49.456878,18.150625,2
20101028,085339,230,3,69,2231,49.462899,18.142792,2
20101028,085407,230,3,69,2230,49.456878,18.150625,2
20101028,085418,230,3,69,2231,49.462899,18.142792,2
20101028,085515,230,3,69,2230,49.456878,18.150625,2
20101028,085617,230,3,69,2231,49.462899,18.142792,2
20101028,085714,230,3,69,2230,49.456878,18.150625,2
20101028,085838,230,3,69,2232,49.470007,18.144735,2
20101028,085848,230,3,69,2230,49.456878,18.150625,2
20101028,085857,230,3,69,2231,49.462899,18.142792,2
20101028,085907,230,3,69,2230,49.456878,18.150625,2
20101028,085929,230,3,69,2231,49.462899,18.142792,2
20101028,085950,230,3,69,2230,49.456878,18.150625,2
20101028,090027,230,3,69,2231,49.462899,18.142792,2
20101028,090100,230,3,69,2230,49.456878,18.150625,2
20101028,090243,230,3,69,2231,49.462899,18.142792,2
20101028,090304,230,3,69,2232,49.470007,18.144735,2
20101028,090336,230,3,69,2230,49.456878,18.150625,2
20101028,090517,230,3,69,2232,49.470007,18.144735,2
20101028,090527,230,3,69,2231,49.462899,18.142792,2
